user_id,age,number_dependents,last_month_salary,total_loans,default_flag,more_90_days_overdue,using_lines_not_secured_personal_assets,debt_ratio
6338,60,0,13700,4,0,0,"0,340665619","0,008393548"
6339,51,1,7783,14,0,0,"0,489591121","0,316546763"
6340,47,2,3764,5,0,0,"0,977160914","0,976361222"
6341,62,0,4300,6,0,0,"0,006140628","0,251104394"
6342,39,0,8916,5,0,0,"0,118844058","0,117752607"
6343,68,0,5200,16,0,0,"0,053251192","0,792155355"
6344,63,0,13208,4,0,0,"0,9999999","0,325005678"
6345,62,2,,6,0,0,"0,219263431",722
6346,53,0,5878,8,0,0,"0,176566757","0,299880932"
6347,29,0,,7,0,0,"0,019672844",513
6348,69,0,7500,8,0,0,"0,021867572","0,190507932"
6349,78,0,3971,7,0,0,"0,016302682","0,006545821"
6350,54,0,,10,0,0,"0,070803356",574
6351,25,0,5394,6,0,0,"0,05662919","0,111584801"
6352,66,0,4600,8,0,0,"0,026175615","0,222777657"
6353,94,0,2337,4,0,0,0,0
6354,57,2,3378,7,0,0,"0,928139614","0,444214265"
6355,65,0,4583,10,0,0,"0,018066721","0,004144852"
6356,67,1,5467,15,0,0,"0,182584548","0,331016825"
6357,35,1,6000,16,0,0,"0,630272211","0,859190135"
6358,72,0,2600,3,0,1,"0,9999999","0,109957709"
6360,50,2,3950,3,0,0,"0,055163602","0,077701848"
6361,36,0,4500,4,0,0,"0,088658223","0,226616307"
6362,32,0,,3,0,0,"0,024724334",10
6363,63,0,13100,7,0,0,"0,080709576","0,406533852"
6364,50,2,6666,4,0,0,"0,016721293","0,546272686"
6365,31,3,4450,3,0,0,"0,581078829","0,141990564"
6366,60,3,6429,11,0,0,"0,013990614","0,599066874"
6367,56,0,3523,2,0,0,"0,016539104","0,004540295"
6368,63,0,4492,8,0,0,"1,005912529","0,655241487"
6369,80,0,0,3,0,0,"0,075613804",53
6370,34,0,2641,5,0,0,"0,824695884","0,191900076"
6371,63,0,,13,0,0,"0,018565712",2248
6372,36,0,,6,0,0,"0,482084329",1002
6373,33,0,7833,6,0,0,"0,047835683","0,348736278"
6374,58,0,,10,0,0,"0,743870631",6148
6375,50,0,5500,6,0,0,"0,34707099","0,24522814"
6376,69,1,7500,14,0,0,"0,276236844","0,40967871"
6377,59,1,14666,9,0,0,"0,896555172","0,406422581"
6378,63,0,,6,0,0,"0,054330751",30
6379,37,3,5200,6,0,0,0,"0,363007114"
6380,59,2,4333,6,0,0,"0,014140844","0,352561144"
6381,58,1,21666,10,0,0,"0,11931661","0,123275027"
6382,45,2,5583,2,0,0,"0,134671633","0,028832378"
6383,60,0,,9,0,0,"0,104055161",1856
6384,47,2,2100,9,0,0,0,"1,737267968"
6385,44,5,7500,20,0,0,"0,691191312","0,72510332"
6386,57,2,8446,25,0,0,"0,257603595","0,313247307"
6387,38,0,16000,10,0,0,"0,041535116","0,06912068"
6388,48,1,,10,0,0,"0,135586369",9743
6389,64,0,6300,8,0,0,"0,804309512","0,388985875"
6390,79,0,,5,0,0,"0,185765261",260
6391,53,0,10587,11,0,0,"0,477193525","0,311768039"
6392,77,0,2200,5,0,0,"0,016734352","0,010449796"
6393,44,1,11000,4,0,0,"0,067352451","0,579401873"
6394,44,2,1400,3,0,1,"0,9999999","0,692362598"
6395,36,0,4984,12,0,0,"0,00467194","0,084854564"
6396,71,0,,4,0,0,"0,139490597",17
6397,66,0,10960,4,0,0,"0,114859009","0,183377429"
6398,62,0,3200,4,0,0,"0,034201937","0,03030303"
6399,65,0,4500,2,0,0,"0,9999999","0,005109976"
6400,44,3,4971,4,0,0,0,"0,134955752"
6401,68,0,17833,20,0,0,"0,226443264","0,366547045"
6402,38,3,6000,13,0,0,"0,027754335","0,418763539"
6403,44,0,4500,7,0,0,"0,012352739","0,311486336"
6404,27,0,3613,7,0,0,"0,750047197","0,187603763"
6405,53,2,,8,0,0,"0,064120458",2952
6406,48,3,9276,4,0,0,"0,290163138","0,297725558"
6407,31,0,,1,0,0,"1,335548173",21
6408,37,0,1800,5,0,0,"0,007940885","0,148250972"
6409,56,0,6586,13,0,0,"0,263007965","0,333232124"
6410,47,3,8500,7,0,0,"0,445730562","0,215268792"
6411,23,0,1500,2,0,0,"1,03996004","0,185876083"
6412,40,0,3581,5,0,0,"0,389672278","0,212451145"
6413,89,0,11000,5,0,0,"0,008644158","0,002090719"
6414,60,0,8275,14,0,0,"0,023095801","0,28020783"
6415,48,1,7333,11,0,0,"0,247469531","0,659258249"
6416,53,2,6400,9,0,0,"0,010999135","0,129979691"
6417,82,,,5,0,0,"0,058041865",39
6418,34,0,3000,9,0,0,"0,785360291","0,617794069"
6419,66,2,3684,13,0,0,"0,378134884","0,23202171"
6420,55,1,6000,11,0,0,"0,336031618","0,938676887"
6421,68,0,10910,25,0,0,"0,042476751","0,446338557"
6422,41,4,14116,7,0,0,"0,303038493","0,159878161"
6423,58,0,7900,15,0,0,"0,204625119","0,182761676"
6424,56,0,10222,9,0,0,"0,299558705","0,079135283"
6425,41,0,1800,13,0,0,"0,077396997","0,285397002"
6426,37,0,4500,11,0,0,"0,693070168","0,270384359"
6427,59,0,16770,12,0,0,"0,000975261","0,140301711"
6428,93,,,7,0,0,"0,007736885",14
6429,49,5,9333,6,0,0,"0,155168966","0,101992715"
6430,29,0,,8,0,0,"0,034850009",204
6431,33,0,2700,3,1,3,"0,99001996","0,087004813"
6432,30,0,2476,2,0,0,"0,91805463","0,016552281"
6433,72,0,1891,6,0,0,"0,008249484","0,446088795"
6434,67,0,,10,0,0,"0,155705109",1043
6435,45,1,3700,4,0,0,"0,50127797","0,216157795"
6436,67,1,9000,7,0,0,"0,031922586","0,115542717"
6437,58,1,3000,9,0,0,"0,054621767","0,112962346"
6438,61,0,3500,13,1,3,"0,495996232","0,087974864"
6439,37,2,20000,11,0,0,"0,058617116","0,361031948"
6440,42,3,5970,9,0,0,"0,139867246","0,570088762"
6441,71,0,5000,2,0,0,"0,006574836","0,00139972"
6442,66,0,4358,8,0,0,"0,411721477","0,516861666"
6443,57,0,,10,0,0,0,114
6445,67,0,2383,11,0,0,"0,049644608","0,65897651"
6446,33,0,4052,1,0,0,0,0
6447,46,1,9441,8,0,0,"0,032584667","0,516521923"
6448,42,0,5400,5,0,0,"0,053695343","0,106091465"
6449,50,0,,2,0,0,"0,001843841",920
6450,68,0,,23,0,0,"0,963981766",9670
6451,62,0,5500,8,0,0,"0,065197011","0,248863843"
6452,60,1,3333,8,1,6,"0,999939017","0,533593281"
6453,47,2,7400,6,0,0,"0,899613385","0,134711525"
6454,42,0,4100,17,0,0,"0,069451642","0,422579859"
6455,75,0,4167,11,0,0,"0,000528716","0,509117083"
6456,90,0,,2,0,0,"0,051698277",57
6457,48,1,9358,7,0,0,"0,31374625","0,253980126"
6458,40,,,4,0,0,"0,868391451",2022
6459,50,0,4160,7,0,0,"0,084004427","0,016342225"
6460,62,0,7333,7,0,0,"0,593654632","0,133078811"
6461,45,0,4560,6,0,1,"0,350700625","0,193159395"
6462,36,0,2100,3,0,0,"0,615574638","0,074250357"
6463,79,0,2625,11,0,0,"0,007693585","0,158035034"
6464,47,3,1,4,0,0,"0,10463721",1215
6465,60,0,4000,10,0,0,"0,113522165","0,294426393"
6466,56,1,7083,12,0,0,"0,025326582","0,295736872"
6467,46,2,8000,9,0,0,"0,371259503","0,746531684"
6468,60,0,1100,7,0,0,"0,007499794","0,27520436"
6469,35,0,,16,0,0,"0,225693464",2641
6470,62,2,8972,22,0,0,"0,429758637","0,521007467"
6471,51,0,3000,6,0,0,"0,040673765","0,554481839"
6472,47,0,10500,25,0,0,"0,100108468","0,19255309"
6473,54,1,4583,6,0,0,"0,489959181","0,629144852"
6474,46,1,2916,11,0,0,"0,235287031","0,497428865"
6475,63,0,7316,8,0,0,"0,420059541","0,452507858"
6476,23,0,898,3,0,0,"0,218520986","0,010011123"
6477,33,1,3969,4,0,0,0,"0,44836272"
6478,39,4,5874,10,0,0,"0,507815961","0,346723404"
6479,55,2,21034,21,0,0,"0,100690461","0,476681721"
6480,56,0,12640,9,0,0,"0,426471352","0,179653508"
6481,48,0,2253,7,0,0,"0,9999999","0,999112689"
6482,45,0,,7,0,0,"0,9999999",6514
6483,61,0,12875,6,0,0,"0,040455287","0,103370612"
6484,56,1,18400,22,0,0,"0,501135373","0,275202435"
6485,93,0,,1,0,0,"0,9999999",413
6487,56,0,,5,0,0,"0,010788906",455
6488,33,4,8601,9,0,0,"0,125977023","0,279586143"
6490,53,4,5839,5,0,0,"0,960351404","0,193321918"
6491,26,0,3900,11,1,4,"0,386169548","0,526275314"
6492,40,1,8583,9,0,0,"0,402624874","0,454916123"
6493,44,0,4583,8,0,0,"0,395019087","0,330279232"
6495,74,0,2650,12,0,0,"0,428443757","0,258393059"
6496,61,0,3116,5,0,0,"0,001525924","0,222970805"
6497,48,1,0,16,0,0,"0,023130632",2165
6498,42,2,7068,6,0,0,"0,124055998","0,116989673"
6499,58,2,2800,7,0,0,0,"0,493395216"
6500,35,3,10000,15,0,0,"0,216769912","0,337066293"
6501,40,2,7000,14,0,0,"0,100739045","0,334666476"
6502,66,0,,9,0,0,"0,100214538",930
6503,56,0,4900,12,0,0,"0,376156944","0,437053663"
6504,66,0,,5,0,0,"0,045803352",1778
6505,59,0,3280,13,0,0,"0,187903335","0,685766535"
6506,59,0,4000,13,0,0,"0,56037669","0,677830542"
6507,45,2,7927,7,0,0,"0,4753898","0,362386478"
6508,60,1,6000,5,0,0,"0,015589578","0,374270955"
6509,40,3,11819,7,0,0,"1,111629612","0,35964467"
6510,45,0,4795,3,0,6,0,"0,087155963"
6511,55,0,6220,6,0,0,"0,015186551","0,388522746"
6512,71,0,6441,7,0,0,"0,028984528","0,001862776"
6513,49,1,11667,9,0,0,"0,049966545","0,117757971"
6514,56,2,28400,7,0,0,"0,061481748","0,197985986"
6515,38,0,3500,3,0,0,"0,175471524","0,159097401"
6516,86,1,6235,9,0,0,"0,04035794","0,119467607"
6517,59,2,9913,5,0,0,"0,016789032","0,16996167"
6518,58,0,9300,4,0,0,"0,16137711","0,086442318"
6519,32,2,6000,7,0,0,"0,141259885","0,358106982"
6520,43,0,2750,5,0,1,"0,065595627","0,236641221"
6521,56,2,9932,10,0,0,"1,233397217","0,676834793"
6522,44,0,3500,6,0,0,"0,553495137","0,254213082"
6523,62,0,7736,7,0,0,"0,184353112","0,332816337"
6524,71,0,10337,11,0,0,"0,005445646","0,001257497"
6525,47,2,8975,12,0,0,"0,182067089","0,421345811"
6526,51,2,10280,11,0,0,"0,089903793","0,38790001"
6527,68,0,2082,3,0,0,"0,011524712","0,006240999"
6528,36,0,11220,7,0,0,"0,238964659","0,049728188"
6529,51,0,5373,15,0,0,"0,287534253","0,22869371"
6530,61,2,,9,0,0,"0,301873892",3234
6531,72,0,,27,0,0,"0,068374132",1598
6532,62,1,11666,21,0,0,"0,173767724","0,4619868"
6533,76,0,8333,11,0,0,"0,206648113","0,513318934"
6534,37,3,4358,15,0,0,0,"0,728607479"
6535,30,0,,7,0,0,"0,707858147",698
6536,73,0,10500,8,0,0,"0,011616774","0,001523664"
6537,43,2,4600,2,0,0,"0,11336083","0,224516409"
6538,84,0,5000,7,0,0,"0,001015203","0,00019996"
6539,71,0,3751,21,0,0,"0,200078643","1,011993603"
6540,66,0,8853,8,0,0,"0,016004735","0,017506212"
6541,46,3,9042,6,0,0,"0,907022331","0,348667478"
6542,39,2,3900,11,1,3,"0,510591527","1,102025122"
6543,67,0,730483,23,0,0,"0,226333421","0,005570279"
6544,32,0,2700,9,1,2,"0,487586383","0,376897445"
6545,58,1,5500,6,0,0,"0,9999999","0,449191056"
6546,22,0,704,1,0,0,"0,051896208",0
6547,68,1,6000,10,0,0,"0,014507638","0,006665556"
6548,53,2,6633,8,0,0,"0,148265146","0,288362979"
6549,70,0,6143,14,0,0,"0,920907794","0,645670573"
6550,77,0,3617,10,0,0,"0,05473569","0,023493643"
6551,41,3,,3,0,0,"0,051216531",13
6552,35,3,5200,7,0,0,"0,803863299","0,46644876"
6553,52,1,6500,8,0,0,"0,026537732","0,439317028"
6554,59,0,0,10,0,0,"0,062275007",2244
6555,47,2,,4,0,0,"0,265269389",3882
6556,67,0,4200,8,0,0,"0,009172203","0,254463223"
6557,50,0,8187,10,0,0,"0,078942676","0,070713239"
6558,70,0,2700,6,0,0,0,0
6559,72,0,949,2,0,0,"0,032393521","0,348421053"
6560,41,2,12000,13,0,0,"0,074677757","0,332972252"
6561,55,0,2880,13,0,0,"0,184060497","0,664699757"
6562,64,0,,10,0,0,"0,016211574",47
6563,28,0,2040,2,0,1,"0,9999999","0,105340519"
6564,29,0,2500,3,0,0,"0,877252993","0,146341463"
6565,55,0,2163,5,0,0,"0,156948274","0,262014787"
6566,48,1,12400,10,0,0,"0,696483573","0,166357552"
6567,45,2,4500,4,0,0,"0,504701352","0,637636081"
6568,42,1,4881,8,0,0,"0,873543405","0,237812372"
6569,55,,,21,0,0,"0,346722898",2205
6570,66,0,6916,21,0,0,"0,000826656","0,235651294"
6571,58,1,7423,10,0,0,"0,171024247","0,471174569"
6572,27,0,4300,8,0,0,"0,901290674","0,128342246"
6573,69,1,10000,9,0,0,"0,003851567","0,516048395"
6574,47,8,,6,0,0,"0,03902288",882
6575,57,1,11711,17,0,0,"0,789802031","0,387295082"
6576,61,0,,19,0,0,"0,143583277",2205
6577,58,1,2668,4,0,0,"0,261934516","0,505432746"
6578,54,0,,17,0,0,"0,000163693",8636
6579,45,2,12500,5,0,0,18300,"0,221582273"
6580,32,0,8333,31,0,0,"0,447762376","0,383489321"
6581,29,1,2250,8,0,0,"0,016790967","0,236339405"
6582,83,0,5100,2,0,0,0,0
6583,48,0,,5,0,0,0,1753
6584,31,0,,2,0,1,"0,9999999",2076
6585,34,1,5416,10,0,0,"0,021021386","0,650175374"
6586,101,0,2883,6,0,0,"0,002964233","0,001386963"
6587,56,0,6666,22,0,0,"0,018507498","0,820458977"
6588,39,1,8450,13,0,0,"0,767891177","0,322447048"
6589,37,2,4000,16,0,0,"0,256197817","0,417645589"
6590,81,0,4000,6,0,0,0,"0,296925769"
6591,38,2,5500,6,0,0,"0,020570841","0,292674059"
6592,47,1,3135,9,0,0,"0,276549163","0,468112245"
6593,62,1,2916,4,0,0,"0,003155485","0,190949606"
6594,36,2,3156,7,0,0,"0,754081973","0,732024073"
6595,51,0,2300,1,0,1,"1,973421927","0,015210778"
6596,57,0,10000,8,0,0,"0,034524497","0,108789121"
6597,42,3,30000,11,0,0,"0,597322952","0,138962035"
6598,39,1,6326,14,0,0,"0,452811303","0,460723882"
6599,68,1,2950,3,0,0,"0,02879904","0,223991867"
6600,49,0,4076,13,0,0,"0,859713429","0,32769193"
6601,27,0,,4,0,0,"0,079440102",168
6602,39,0,,8,0,0,"0,057899029",3063
6603,43,3,5650,8,0,0,"0,004580777","0,326490887"
6604,78,0,3000,5,0,0,"0,030656267","0,197267577"
6605,56,0,9333,9,0,0,"0,847958001","0,33244054"
6606,50,1,12666,11,0,0,"0,254194512","0,188916081"
6607,52,0,5000,13,0,0,"0,01149977","0,954009198"
6608,48,2,22700,6,0,0,"0,133898417","0,210078851"
6609,49,0,6572,12,0,0,"0,928469757","0,385060094"
6610,46,0,5798,8,0,0,"0,000101208","0,416451112"
6611,49,2,30000,7,0,0,"0,23788699","0,112829572"
6612,64,0,,10,0,0,"0,803540679",8066
6613,65,0,,11,0,0,"0,062644842",8945
6614,57,0,,4,0,0,"0,021691751",2078
6615,65,1,5700,4,0,0,"0,860856752","0,113488862"
6616,78,2,3000,4,0,0,"0,08899191","0,190936355"
6617,66,,,11,0,0,"0,856797082",4531
6618,53,0,4000,7,0,0,"0,014598303","0,006498375"
6619,70,0,7800,7,0,0,"0,07378878","0,131393411"
6620,69,0,5500,6,0,0,"0,072813963","0,069078349"
6621,38,2,5000,8,0,0,0,"1,527294541"
6622,26,2,0,1,0,1,"0,9999999",190
6623,46,1,3000,5,0,0,"0,590341719","1,04431856"
6624,68,0,,7,0,0,"0,019506258",143
6625,46,3,11683,7,0,0,"0,532074579","0,185552893"
6626,51,0,2528,2,0,0,"0,9999999",0
6627,73,0,6801,4,0,0,"0,000356628","0,268891502"
6628,85,0,,6,0,0,0,0
6629,45,2,5131,6,0,1,0,"0,196024942"
6630,28,0,2370,10,0,1,"0,444275679","0,188528047"
6631,64,0,,9,0,0,"0,279711524",706
6632,66,,,5,0,0,"0,08036496",2159
6633,53,0,,4,0,0,"0,003461405",1
6634,63,1,8800,9,0,0,0,"0,193727985"
6635,53,1,4860,2,0,0,"0,055850548","0,008845916"
6636,48,1,7300,16,0,0,"0,715877336","0,584440488"
6637,63,,,9,0,0,"0,00539851",7
6638,29,0,,10,0,0,"0,82913034",4023
6639,42,2,4300,6,0,0,"0,9999999","0,142990002"
6640,45,0,10000,15,0,0,"0,029871298","0,391560844"
6641,62,0,,9,0,0,"0,369521842",1351
6642,49,2,3125,11,0,0,"0,075976861","0,499360205"
6643,53,0,4800,20,0,0,"0,008468086","0,543220162"
6644,37,2,6216,9,1,2,"1,050101024","0,518578092"
6645,29,0,4000,13,0,0,"0,971199211","0,516870782"
6646,50,3,5946,5,0,0,"0,016687473","0,064738524"
6647,35,1,4500,11,0,0,"0,17458673","0,460564319"
6648,58,0,4700,11,0,0,"0,19999525","0,625611572"
6649,55,4,11333,7,0,1,"0,455418282","0,402417505"
6650,35,1,7000,3,0,0,"0,442980716","0,102842451"
6651,61,0,9916,2,0,0,0,0
6652,63,0,,8,0,0,"0,008522369",2307
6653,54,0,4341,11,0,0,"0,438885173","0,596269"
6654,41,2,8201,15,0,0,"0,6687217","0,631675201"
6655,49,0,3400,8,0,0,"0,037954059","0,210232285"
6656,47,1,10000,7,0,0,0,"0,467653235"
6657,55,2,,11,0,0,"0,192347284",2579
6658,57,1,12500,17,0,0,"0,083064976","0,446684265"
6659,55,2,3333,5,0,1,"0,914034386","0,523095381"
6660,70,0,,4,0,0,"0,099123565",35
6661,45,1,3000,3,0,0,"1,035329969","0,368877041"
6662,45,0,4965,7,0,0,"0,85537021","0,414015304"
6663,68,0,2166,13,0,0,"0,391240411","2,693124135"
6664,72,0,2400,3,0,0,"0,063387323","0,003748438"
6665,41,2,3082,8,0,0,"0,231651223","0,416801816"
6666,68,0,2547,4,0,0,"0,9999999","0,023155416"
6667,38,2,4558,16,0,0,"0,1387215","0,834612854"
6668,32,1,500,7,0,0,"0,074577045","1,193612774"
6669,50,1,7498,9,0,0,"0,019777868","0,140952127"
6670,65,1,11800,8,0,0,"0,016814976","0,19235658"
6671,42,0,4600,6,0,1,"0,9999999","0,707237557"
6672,31,2,2500,1,1,1,"0,9999999","0,362654938"
6673,48,0,,4,0,0,"0,026526857",22
6674,50,0,7475,2,0,2,"0,9999999","0,109015516"
6675,49,0,,11,0,0,0,565
6676,61,0,9750,4,0,0,"0,032816321","0,003179161"
6677,47,0,6122,6,0,0,"0,02179782","0,368610158"
6678,72,0,,6,0,0,"0,080207219",2528
6679,58,0,4400,2,0,1,"0,536962973","0,028175415"
6680,25,0,1800,9,0,0,0,"0,008328706"
6681,28,0,3450,10,0,0,"0,065252025","0,851347436"
6682,60,0,954,19,0,0,"0,154580426","1,996858639"
6683,38,1,3470,6,0,0,"0,399925002","0,273696341"
6684,58,0,,5,0,0,"0,00242548",3
6685,55,1,10624,8,0,0,"0,027389439","0,2176"
6686,61,0,,4,0,0,"0,121411227",486
6687,54,0,,8,0,0,"0,0259784",4815
6688,56,0,,6,0,0,"0,339016946",1312
6689,44,0,7074,11,0,0,"0,44815786","0,40819788"
6690,62,1,6306,16,0,0,"0,238502081","0,478991597"
6691,67,0,7400,7,0,0,"0,026459471","0,020943116"
6692,47,3,12916,16,0,0,"0,751624972","0,500735465"
6693,52,0,7500,4,0,0,"0,9999999","0,277163045"
6694,59,0,9000,17,0,0,"0,109875938","0,641262082"
6695,64,1,7400,17,0,0,"0,426137381","0,362113228"
6696,63,0,,3,0,0,"0,306161777",3669
6697,34,1,5500,14,1,1,"1,03419253","0,731139793"
6698,60,0,4800,11,0,0,"1,153620846","0,38033743"
6699,38,0,2700,4,0,0,0,"0,277674935"
6700,61,0,13650,19,0,0,"0,017813715","0,453812907"
6701,28,0,800,13,0,0,"0,335661941","0,927590512"
6702,36,1,1700,3,0,0,"0,9999999","0,689006467"
6703,61,1,,11,0,0,"0,222480031",3143
6704,66,0,9930,8,0,0,"0,174291208","0,26402175"
6705,46,2,9133,13,0,0,"0,777790593","0,342785198"
6706,47,2,,9,0,0,"0,348418617",3335
6707,37,1,8742,6,0,0,"0,045325779","0,31510923"
6708,69,0,4700,13,0,0,"0,194407306","0,129972346"
6709,54,2,12500,8,0,0,"0,102905502","0,185905128"
6710,38,3,5000,3,0,0,"0,9999999","0,305338932"
6711,77,0,5000,7,0,0,"0,025215535","0,439912018"
6712,30,0,2340,5,0,0,"0,991120977","0,54335754"
6713,80,0,3500,2,0,0,0,"0,009997144"
6714,85,0,12000,14,0,0,"0,01497329","0,189650862"
6715,62,1,6000,12,0,0,"0,646228742","0,626228962"
6716,50,2,8777,5,0,0,"0,000533319","0,325928458"
6717,39,2,3209,5,0,0,"0,199243819","0,725545171"
6718,59,0,8000,5,0,0,"0,9999999","0,214348206"
6719,60,,,14,0,0,"0,942588053",338
6720,26,0,4625,6,0,0,"0,216603302","0,107220061"
6721,49,1,,12,0,0,0,5949
6722,34,4,1500,9,0,0,"0,117276458","0,08461026"
6723,79,1,2417,9,0,0,"0,0000609",0
6724,43,1,11000,21,0,0,"0,101951649","0,427052086"
6725,68,0,5500,3,0,0,"0,021887673","0,189056535"
6726,25,1,4793,7,0,0,"0,247857328","0,115561118"
6727,43,0,,9,0,1,"0,976006855",2940
6728,52,0,,3,0,0,"0,669921932",1898
6729,30,0,2252,2,0,0,"0,019370964","0,000887705"
6730,41,0,6450,6,0,0,"0,008749453","0,152999535"
6731,48,2,6700,17,0,0,"0,031653246","0,242799582"
6732,41,1,13880,4,0,0,"0,785744894","0,339600893"
6733,57,1,8000,7,0,0,"0,757262137","0,265466817"
6734,30,0,,5,0,0,"0,807907531",2118
6735,23,0,1200,1,0,0,"0,9999999","0,229808493"
6736,95,0,5000,5,0,0,"0,00151997","0,00039992"
6738,64,1,20100,8,0,0,"0,002655694","0,276603154"
6739,62,0,10500,14,0,0,"0,167976738","0,22578802"
6740,52,1,6035,8,0,0,"0,086994563","0,627236581"
6741,44,0,4621,6,0,0,"0,055879728","0,025313717"
6742,56,0,,2,0,0,0,1425
6743,61,0,2230,17,0,0,"0,082383708","0,298969072"
6744,47,4,6400,4,0,0,"0,018049098","0,269957819"
6745,93,,,2,0,0,0,0
6746,39,2,6000,10,0,0,"0,145949847","0,086152308"
6747,77,0,0,5,0,0,"0,03569881",38
6749,63,0,,10,0,0,0,2121
6750,60,0,13134,10,0,0,"0,367908806","0,239208222"
6751,94,0,3600,4,0,0,0,0
6752,37,0,2300,7,0,0,"0,029703388","0,547153412"
6753,28,1,1300,4,0,0,"0,903567229","0,292083013"
6754,51,1,3500,11,0,0,"0,82306143","0,821193945"
6755,65,1,5400,6,0,0,"0,126873127","0,61858915"
6756,69,1,11500,12,0,0,"0,077864727","0,237457612"
6757,43,2,1416,7,0,0,"0,229011077","0,622441778"
6758,50,1,14000,8,0,0,"0,058343671","0,454681808"
6759,51,0,,12,0,0,"0,186721265",3958
6760,37,,,4,0,0,"0,052315895",351
6761,65,0,16666,3,0,0,"0,481537962","0,036239275"
6762,48,3,7666,15,0,0,"0,109668345","0,340159124"
6763,46,0,5416,8,0,0,"0,056079492","0,184234816"
6764,65,0,10500,19,0,0,"0,076988697","0,510332349"
6765,80,1,3500,6,0,0,"0,002697612","0,005427021"
6766,41,2,5000,9,0,0,"0,21946689","0,469306139"
6767,66,1,12500,1,0,0,"0,9999999",0
6768,71,1,,14,0,0,"0,040139756",4269
6769,23,0,3000,3,0,0,"0,379554982","0,011662779"
6770,31,0,4500,8,0,0,"0,001433398","0,341035325"
6771,78,0,1500,9,0,0,"0,467118261","0,524317122"
6772,49,2,1,12,0,0,"0,208871819",1711
6773,57,0,9957,8,0,0,"0,006080043","0,107551717"
6774,66,0,1352,9,0,0,"0,603673317","0,153732446"
6775,55,1,6250,10,0,0,"0,041778584","0,186050232"
6776,38,0,4400,6,0,0,"0,56513199","0,414678482"
6777,45,0,6000,7,0,0,"0,6897363","0,368771871"
6778,56,0,,14,0,0,"0,001859265",16
6779,41,2,16216,9,0,0,"0,064792758","0,738175988"
6780,92,0,6250,3,0,0,"0,012101794","0,00255959"
6781,37,2,15000,23,0,0,"0,37117404","0,169255383"
6782,32,0,1016,8,0,0,"0,00540644","0,381514258"
6783,27,0,764,4,0,1,"0,156986918","0,751633987"
6784,41,0,,5,0,0,"0,017090132",22
6785,25,0,,5,0,0,"0,581502434",652
6786,46,1,39000,10,0,0,"0,181215201","0,162200969"
6788,30,0,2000,4,0,0,"0,01039792","0,101449275"
6789,60,0,4200,10,0,2,"1,00208316","0,319447751"
6790,41,0,4958,4,0,0,"1,018330787","0,163137729"
6791,67,1,10740,12,0,0,"0,030407543","0,247462992"
6792,60,0,6500,8,0,0,"0,691065447","0,548069528"
6793,33,0,2508,12,0,0,"0,154315063","0,520127541"
6794,46,1,2800,8,0,0,"0,007465498","1,20349875"
6795,46,0,11400,25,0,0,"0,31913635","0,615823173"
6796,45,3,13272,1,0,1,"0,9999999","0,006027273"
6797,76,,,5,0,0,"0,018383332",1129
6798,43,0,,7,0,0,"0,005639719",1068
6799,39,3,4224,1,0,0,"0,9999999","0,031715976"
6800,77,1,7500,20,0,0,"0,307878752","0,50539928"
6801,40,2,8032,23,0,0,"0,612088175","1,091497573"
6802,77,1,5428,26,0,0,"0,18625304","0,467673605"
6803,60,0,2600,5,1,0,"1,107956817","0,54248366"
6804,57,3,8000,18,0,0,"0,691651411","0,209723785"
6805,74,0,2500,13,0,0,"0,068420275","0,016393443"
6806,40,3,1900,4,0,0,"0,936031984","0,513413993"
6807,74,1,7500,7,0,0,"0,071054298","0,284895347"
6808,44,3,1790,7,0,0,"0,915092842","1,235622557"
6809,42,0,2000,14,0,0,"0,797622354","0,689655172"
6810,47,1,6530,9,0,0,"0,698273988","0,414944113"
6811,65,0,5400,9,0,0,"0,568401975","0,175893353"
6812,30,0,9200,10,0,0,"0,428073113","0,156069992"
6813,25,2,2376,3,0,0,"0,9999999","0,227597812"
6814,78,,,2,0,0,"0,009785633",9
6815,60,0,10833,8,0,0,"0,039998671","0,12202326"
6816,45,2,10000,12,0,0,"0,434138295","0,878512149"
6817,39,0,2500,6,0,0,0,"0,788084766"
6818,55,0,3256,7,0,0,"0,408721455","0,54712926"
6819,47,1,9250,14,0,0,"0,681385611","0,422332721"
6820,42,3,2100,9,0,0,"0,206684993","0,591147073"
6821,81,0,3500,15,0,0,"0,99284039","0,640102828"
6822,47,2,8750,9,0,0,"0,417277754","0,277568278"
6823,37,1,6000,10,0,0,"0,054206033","0,231794701"
6824,55,2,10000,12,0,0,"0,15930001","0,284371563"
6825,67,0,,12,0,0,"0,813940009",1932
6826,44,2,1860,5,0,0,"0,401134463","0,636217088"
6827,47,0,8000,6,0,0,"0,538977098","0,489938758"
6828,56,2,5477,4,0,0,"0,11355135","0,016611902"
6829,51,0,,6,0,0,"0,062820892",2094
6830,51,0,2300,15,0,0,"0,063387707","1,768796176"
6831,54,0,5833,9,0,0,"0,044698654","0,163524169"
6832,48,2,12000,11,0,0,"0,009784962","0,331305725"
6833,47,3,9589,10,0,0,"0,106158479","0,087799791"
6834,53,0,10000,8,0,0,"0,251809134","0,407159284"
6835,57,1,4333,5,0,0,"0,45867571","0,431010614"
6836,36,0,7300,11,0,0,"0,381508975","0,353650185"
